1.60	3.00	0
1.70	2.99	0
1.80	2.97	0
1.90	2.95	0
2.00	2.91	0
2.10	2.86	0
2.20	2.81	0
2.30	2.75	0
2.40	2.68	0
2.50	2.60	0
2.60	2.52	0
2.70	2.43	0
2.80	2.33	0
2.90	2.24	0
3.00	2.14	0
3.10	2.04	0
3.20	1.94	0
3.30	1.84	0
3.40	1.74	0
3.50	1.65	0
3.60	1.56	0
3.70	1.47	0
3.80	1.39	0
3.90	1.31	0
4.00	1.24	0
4.10	1.18	0
4.20	1.13	0
4.30	1.08	0
4.40	1.05	0
4.50	1.02	0
4.60	1.01	0
4.70	1.00	0
4.80	1.00	0
4.90	1.02	0
5.00	1.04	0
5.10	1.07	0
5.20	1.12	0
5.30	1.17	0
5.40	1.23	0
5.50	1.29	0
5.60	1.37	0
5.70	1.45	0
5.80	1.54	0
5.90	1.63	0
6.00	1.72	0
6.10	1.82	0
6.20	1.92	0
6.30	2.02	0
6.40	2.12	0
6.50	2.22	0
6.60	2.31	0
6.70	2.40	0
6.80	2.49	0
6.90	2.58	0
7.00	2.66	0
7.10	2.73	0
7.20	2.79	0
7.30	2.85	0
7.40	2.90	0
7.50	2.94	0
7.60	2.97	0
7.70	2.99	0
7.80	3.00	0
7.90	3.00	0
8.00	2.99	0
8.10	2.97	0
8.20	2.94	0
8.30	2.90	0
8.40	2.85	0
8.50	2.80	0
8.60	2.73	0
8.70	2.66	0
8.80	2.58	0
8.90	2.50	0
9.00	2.41	0
9.10	2.32	0
9.20	2.22	0
9.30	2.12	0
9.40	2.02	0
9.50	1.92	0
9.60	1.83	0
9.70	1.73	0
9.80	1.63	0
9.90	1.54	0
10.00	1.46	0
10.10	1.37	0
10.20	1.30	0
10.30	1.23	0
10.40	1.17	0
10.50	1.12	0
10.60	1.08	0
10.70	1.04	0
10.80	1.02	0
10.90	1.00	0
11.00	1.00	0
11.10	1.01	0
11.20	1.02	0
11.30	1.05	0
11.40	1.08	0
11.50	1.12	0
11.60	1.18	0
11.70	1.24	0
11.80	1.31	0
11.90	1.38	0
12.00	1.46	0
12.10	1.55	0
12.20	1.64	0
12.30	1.74	0
12.40	1.83	0
12.50	1.93	0
12.60	2.03	0
12.70	2.13	0
12.80	2.23	0
12.90	2.33	0
13.00	2.42	0
13.10	2.51	0
13.20	2.59	0
13.30	2.67	0
13.40	2.74	0
13.50	2.80	0
13.60	2.86	0
13.70	2.91	0
13.80	2.94	0
13.90	2.97	0
14.00	2.99	0
14.10	3.00	0
14.20	3.00	0
14.30	2.99	0
14.40	2.97	0
14.50	2.93	0
14.60	2.89	0
14.70	2.85	0
14.80	2.79	0
14.90	2.72	0
15.00	2.65	0
15.10	2.57	0
15.20	2.49	0
15.30	2.40	0
15.40	2.30	0
15.50	2.21	0
15.60	2.11	0
15.70	2.01	0
15.80	1.91	0
15.90	1.81	0
16.00	1.71	0
16.10	1.62	0
16.20	1.53	0
16.30	1.44	0
16.40	1.36	0
16.50	1.29	0
16.60	1.22	0
16.70	1.16	0
16.80	1.11	0
16.90	1.07	0
17.00	1.04	0
17.10	1.02	0
17.20	1.00	0
17.30	1.00	0
17.40	1.01	0
17.50	1.02	0
17.60	1.05	0
17.70	1.09	0
17.80	1.13	0
17.90	1.19	0
18.00	1.25	0
18.10	1.32	0
18.20	1.40	0
18.30	1.48	0
18.40	1.57	0
18.50	1.66	0
18.60	1.75	0
18.70	1.85	0
18.80	1.95	0
18.90	2.05	0
19.00	2.15	0
19.10	2.25	0
19.20	2.34	0
19.30	2.44	0
19.40	2.52	0
19.50	2.61	0
19.60	2.68	0
19.70	2.75	0
19.80	2.81	0
19.90	2.87	0
20.00	2.91	0
